x,y
0.0023720705912460005, -0.09943536189660661
0.030433370407189075, -0.09675570953782353
0.05386864043937439, -0.09379291790929702
0.08194962548843987, -0.0908307824552079
0.10769791041250398, -0.0880095604615531
0.13575921022844717, -0.08532990810277004
0.1615173377690725, -0.08236744456146222
0.19188180986033332, -0.07997060338520393
0.2153269225090798, -0.07686657020902436
0.2480634651915865, -0.07376384938171965
0.2738019074990896, -0.07108386893571789
0.3018730499315937, -0.0682629750292818
0.3322670498725382, -0.0654424092100644
0.3580054921800412, -0.06276242876406266
0.38839949212098546, -0.05994186294484527
0.41879349206192984, -0.057121297125627885
0.44915796415319054, -0.0547244559493696
0.48186497898601366, -0.05204545976502395
0.5122491363103968, -0.049366135493459584
0.54727900865166, -0.04668746739633265
0.5799860234844831, -0.044008471211987005
0.6173190681010641, -0.041612614297384824
0.6500063977007646, -0.03921610120834524
0.6873591275504682, -0.036537761198437005
0.7246724869339267, -0.03442438737914088
0.7643185464423865, -0.03217010009941043
0.8016515910589672, -0.029774243184808258
0.8459335229677458, -0.027661853627168262
0.8855697398596443, -0.02554880789509084
0.9298418291518618, -0.023577659885103873
0.9741139184440792, -0.02160651187511689
1.0183663225031743, -0.01991784696043597
1.0649514266872706, -0.018088268585320727
1.113859388379807, -0.016259018297424196
1.1557594070807786, -0.014993749938483656
1.2092737133239504, -0.013730122015636649
1.255839132274924, -0.012183026735827461
1.3070207383930947, -0.011060312273414776
1.3605153594031438, -0.01007916744587382
1.409374108012874, -0.008956124896242427
1.4651817439148025, -0.008116549703573207
1.516363350032973, -0.0069938352411605224
1.5674957430683376, -0.0065773285170129744
1.6163151212118234, -0.00601925215799369
1.6721227571137511, -0.005179676965324474
1.727910707782557, -0.004622584867961313
1.7767202433094815, -0.004205750056595056
1.8348212088701659, -0.0037902275941036276
1.8882764594139707, -0.0033740489571747884
1.9370859949408952, -0.0029572141458085316
1.9905215602515778, -0.002823518604185747
