CID,ID_Host,SPECZ,LOG_OII,LOG_OII_ERR,HOST_LOGMASS,HOST_LOGMASS_ERR,U-R
1644213,SVA1_COADD-2970925362,0.5462200045585632,0.5341926953805856,0.4891193702478151,10.460000038146973,0.03999999910593033,1.2899999618530273
1321492,SVA1_COADD-2971237980,0.5558300018310547,0.8789932548441965,0.5583910445342961,10.430000305175781,0.03999999910593033,1.2899999618530273
1896213,SVA1_COADD-2939364126,0.6875699758529663,0.7442884999559749,0.40687234351923424,11.079999923706055,0.029999999329447746,1.4900000095367432
1266255,SVA1_COADD-2939020332,0.29460999369621277,1.36099458507579,0.3085117227861534,10.489999771118164,0.009999999776482582,1.590000033378601
1279501,SVA1_COADD-2938843264,0.5665500164031982,1.0725539354534113,0.22649060028459647,10.260000228881836,0.03999999910593033,1.1699999570846558
1641288,SVA1_COADD-2971115089,0.5464199781417847,1.232437074789449,0.3751117445131521,10.350000381469727,0.029999999329447746,1.4299999475479126
1338649,SVA1_COADD-2925515453,0.6144300103187561,1.7241024267824239,0.1997972601057139,10.420000076293945,0.05000000074505806,1.4800000190734863
1303197,SVA1_COADD-2937929713,0.5268200039863586,1.0718310387813796,0.404057272123799,10.949999809265137,0.009999999776482582,1.3799999952316284
1264077,SVA1_COADD-2925373908,0.5657200217247009,1.6988910862581956,0.15164049953725117,10.100000381469727,0.019999999552965164,0.6100000143051147
1310294,SVA1_COADD-2937469635,0.44089001417160034,3.071555285450145,0.10925844403845136,8.899999618530273,0.05000000074505806,0.33000001311302185
1303140,SVA1_COADD-2937431284,0.4971800148487091,1.5996968810954084,0.12912572002954634,10.069999694824219,0.009999999776482582,0.7400000095367432
1276546,SVA1_COADD-2925541999,0.3542799949645996,1.5241346832005118,0.1993692637071305,8.8100004196167,0.05999999865889549,0.28999999165534973
1260568,SVA1_COADD-2939573298,0.538640022277832,1.6189579072819793,0.2130009996416142,10.399999618530273,0.12999999523162842,1.6200000047683716
1341423,SVA1_COADD-2970675496,0.5982499718666077,0.9104271061997278,0.4384114761933584,10.789999961853027,0.05000000074505806,1.5099999904632568
1263580,SVA1_COADD-2971223115,0.5839300155639648,2.1878382216473535,0.12999506134458372,9.760000228881836,0.029999999329447746,0.5799999833106995
1264631,SVA1_COADD-2938939318,0.5542399883270264,2.7702292691874733,0.1954965784616458,8.880000114440918,0.10000000149011612,0.11999999731779099
1266634,SVA1_COADD-2925792732,0.4992699921131134,3.68084849694032,0.08476438070429189,9.510000228881836,0.029999999329447746,0.3199999928474426
1466032,SVA1_COADD-2970742916,0.5771700143814087,0.4294918195179197,0.4247150200610246,10.880000114440918,0.019999999552965164,1.4800000190734863
1919017,SVA1_COADD-2971210541,0.21939000487327576,0.8278703486592109,0.3852415155893296,10.539999961853027,0.10000000149011612,1.590000033378601
1936215,SVA1_COADD-2925531125,0.611240029335022,2.8557300556823972,0.27258641775517234,9.25,0.05999999865889549,0.23000000417232513
1285317,SVA1_COADD-2970818323,0.5655500292778015,1.8937756781980335,0.19328476945370093,8.510000228881836,0.05999999865889549,-0.15000000596046448
1338266,SVA1_COADD-2938311961,0.6498000025749207,2.561613402940511,0.19209492477493098,9.1899995803833,0.05999999865889549,0.1899999976158142
1319653,SVA1_COADD-2939585530,0.5961300134658813,1.2183609215119526,0.30026630618901634,10.600000381469727,0.03999999910593033,1.440000057220459
1310182,SVA1_COADD-2925596511,0.49720001220703125,1.4669943242619552,0.10685558499056048,9.880000114440918,0.019999999552965164,1.090000033378601
1282463,SVA1_COADD-2925386757,0.6480399966239929,0.9995448746787705,0.3225512611950359,11.039999961853027,0.05999999865889549,1.2899999618530273
1321450,SVA1_COADD-2970544329,0.2592799961566925,2.4687048081273852,0.09580540543377303,9.3100004196167,0.019999999552965164,0.6299999952316284
1337649,SVA1_COADD-2925527854,0.2623800039291382,1.7015466894151055,0.18708286052537862,8.760000228881836,0.029999999329447746,0.6100000143051147
1318689,SVA1_COADD-2939371501,0.4939199984073639,2.4459925863854317,0.18767825149857761,8.739999771118164,0.05999999865889549,0.12999999523162842
1259585,SVA1_COADD-2938327040,0.5652999877929688,0.8467077234776489,0.2981604866406353,10.479999542236328,0.019999999552965164,0.9399999976158142
1335585,SVA1_COADD-2937858626,0.6068699955940247,1.0972731201990122,0.380183134137072,10.329999923706055,0.029999999329447746,1.5700000524520874
1501158,SVA1_COADD-2970664952,0.5816199779510498,1.116181931180289,0.3012019099206092,11.050000190734863,0.0,2.130000114440918
1642178,SVA1_COADD-2940545293,0.6873999834060669,0.4632896614959622,0.43284306836586967,10.729999542236328,0.029999999329447746,1.3300000429153442
1906545,SVA1_COADD-2938212910,0.49678999185562134,1.394860208483479,0.3158660517894242,11.319999694824219,0.019999999552965164,1.659999966621399
1342255,SVA1_COADD-2925345983,0.219760000705719,1.8097800689988208,0.15247469516899445,9.800000190734863,0.009999999776482582,0.8899999856948853
1430136,SVA1_COADD-2925393949,0.4135400056838989,3.156233713197098,0.0924514372875636,9.9399995803833,0.009999999776482582,0.38999998569488525
1341857,SVA1_COADD-2940462734,0.5037299990653992,1.1390845490036274,0.2565790093047481,10.859999656677246,0.07000000029802322,1.4199999570846558
1289555,SVA1_COADD-2925677789,0.5628899931907654,1.757596828721106,0.10686797108331743,9.0600004196167,0.03999999910593033,0.12999999523162842
1330642,SVA1_COADD-2939074560,0.6352099776268005,1.4367423210770076,0.11958926021279165,9.319999694824219,0.029999999329447746,0.3199999928474426
1924089,SVA1_COADD-2940052811,0.46417999267578125,1.59999756463229,0.1652293750008453,10.350000381469727,0.029999999329447746,1.350000023841858
1318847,SVA1_COADD-2925646957,0.6610699892044067,2.035819771904383,0.16112000544501878,9.210000038146973,0.07000000029802322,0.18000000715255737
1252810,SVA1_COADD-2925619251,0.5813999772071838,0.9792595000015744,0.41918726294460834,10.920000076293945,0.03999999910593033,1.090000033378601
1948295,SVA1_COADD-2939282362,0.7838600277900696,1.1832066642206054,0.22163481086335143,10.539999961853027,0.05999999865889549,1.2799999713897705
1281691,SVA1_COADD-2970725348,0.579289972782135,1.208275366577361,0.2935089668857254,10.0600004196167,0.019999999552965164,1.3600000143051147
1337971,SVA1_COADD-2970587822,0.41165998578071594,0.8801555126901245,0.31847076793435775,10.300000190734863,0.03999999910593033,1.4600000381469727
1260050,SVA1_COADD-2925619574,0.27371999621391296,1.1491156719226674,0.1816400183448195,10.510000228881836,0.07000000029802322,1.350000023841858
1283272,SVA1_COADD-2940803601,0.38405001163482666,0.4727380240015818,0.4384775132901127,10.5600004196167,0.029999999329447746,1.3300000429153442
1320126,SVA1_COADD-2970511289,0.5279499888420105,0.8580618025499662,0.30772956737418916,10.649999618530273,0.009999999776482582,1.4600000381469727
1305350,SVA1_COADD-2939171940,0.4938200116157532,2.1219637003316,0.09901306557904359,9.510000228881836,0.019999999552965164,0.18000000715255737
1578103,SVA1_COADD-2925628208,0.16091999411582947,1.0883315762634176,0.24542467076917712,10.100000381469727,0.03999999910593033,1.4600000381469727
1264499,SVA1_COADD-2940398366,0.44958001375198364,1.0944080453746718,0.22822406105656534,10.600000381469727,0.019999999552965164,1.440000057220459
1900124,SVA1_COADD-2940397453,0.6866899728775024,1.0428784891528915,0.22064022209405465,10.5,0.05999999865889549,1.2699999809265137
1642138,SVA1_COADD-2940797495,0.6603299975395203,2.287028217264112,0.13170313954154408,9.180000305175781,0.03999999910593033,0.2800000011920929
1289306,SVA1_COADD-2971111797,0.5437999963760376,0.9896416005926912,0.3890732218016235,10.770000457763672,0.029999999329447746,1.190000057220459
1264049,SVA1_COADD-2925391207,0.5450800061225891,2.204571535516479,0.13659448780656663,9.289999961853027,0.019999999552965164,0.07999999821186066
1251652,SVA1_COADD-2937822704,0.7729499936103821,0.39862879535595064,0.5092735495578679,10.970000267028809,0.009999999776482582,1.5499999523162842
1320843,SVA1_COADD-2925395813,0.6098899841308594,2.940373494899201,0.3096870055973677,9.380000114440918,0.03999999910593033,0.3799999952316284
1560034,SVA1_COADD-2970675083,0.2698200047016144,1.263385363941825,0.1517504621219281,10.279999732971191,0.009999999776482582,1.3799999952316284
